seed_term,sponsor,total_trials_since_2020,active_trials_since_2020,early_phase_trials_since_2020,active_early_trials_since_2020,total_trials_since_2020_score,active_trials_since_2020_score,early_phase_trials_since_2020_score,active_early_trials_since_2020_score,trial_activity_score,sponsor_total_active_early,therapeutic_focus_score,activity_trajectory_score,start_slope,starts_early_period,starts_recent_period,effective_indication_breadth,breadth_score,prospect_score
liver diseases,Astellas Gene Therapies,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,2,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,20.4125
liver diseases,China National Biotec Group Company Limited,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,1,0.0,0.88,0.03333333333333333,0.0,1.0,,0.0,20.4125
liver diseases,"Digestive Care, Inc.",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,0.03333333333333333,0.0,1.0,,0.0,20.4125
liver diseases,HRI-MAIL-NIT,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,20.4125
liver diseases,Javier Toledo,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,20.4125
liver diseases,MagIA Diagnostics,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,20.4125
liver diseases,"Natera, Inc.",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,20.4125
liver diseases,Roche Diagnostics GmbH,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,20.4125
liver diseases,"Target PharmaSolutions, Inc.",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,20.4125
liver diseases,Wuxi Hisky Medical Technology Co Ltd,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,20.4125
liver diseases,Elephas,2,2,0,0,0.25,0.6666666666666666,0.0,0.0,0.11249999999999999,0,0.0,0.7,-3.583229404124382e-18,1.0,1.0,,0.0,19.624999999999996
liver diseases,Owlstone Ltd,2,0,0,0,0.25,0.0,0.0,0.0,0.0125,0,0.0,0.9400000000000001,-3.583229404124382e-18,0.0,2.0,,0.0,19.425000000000004
liver diseases,"PharmaNest, Inc",2,0,0,0,0.25,0.0,0.0,0.0,0.0125,0,0.0,0.9400000000000001,0.03333333333333333,0.0,2.0,,0.0,19.425000000000004
liver diseases,Novartis Pharmaceuticals,6,1,3,0,0.75,0.3333333333333333,0.5,0.0,0.1625,120,0.0,0.059999999999999984,-0.2666666666666666,5.0,1.0,2.8221574344023326,1.0,19.325
liver diseases,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,42,0.0,0.32,-0.03333333333333333,1.0,0.0,3.5555555555555554,1.0,19.2125
liver diseases,"Active Genomes Expressed Diagnostics, Corp",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,"Aldeyra Therapeutics, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,"Cassava Sciences, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,Clinuvel Europe Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,Disruptive Pharma,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,19.1625
liver diseases,Intellia Therapeutics,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,"Korro Bio, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,19.1625
liver diseases,Miromatrix Medical Inc.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,"Parvus Therapeutics, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,Wondercel Biotech (ShenZhen),1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,X4 Pharmaceuticals,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,19.1625
liver diseases,Yisheng Biopharma (Singapore) Pte. Ltd.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,19.1625
liver diseases,Orphalan,5,2,2,0,0.625,0.6666666666666666,0.3333333333333333,0.0,0.18125,0,0.0,0.49999999999999994,-0.03333333333333334,2.0,2.0,,0.0,19.0625
liver diseases,Groupe Éthique et Santé,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,18.412500000000005
liver diseases,"Sinovac Biotech Co., Ltd",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,3,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,18.412500000000005
liver diseases,Gene Solutions,3,2,0,0,0.375,0.6666666666666666,0.0,0.0,0.11875,0,0.0,0.6153846153846153,-0.03333333333333335,1.0,2.0,,0.0,18.245192307692307
liver diseases,"Alexion Pharmaceuticals, Inc.",6,0,5,0,0.75,0.0,0.8333333333333334,0.0,0.1625,8,0.0,0.011999999999999978,-0.38333333333333325,6.0,0.0,2.6666666666666665,0.9812671085154541,18.17767108515454
liver diseases,"Beckman Coulter, Inc.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,17.9125
liver diseases,Endra Lifesciences,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,17.9125
liver diseases,GC Cell Corporation,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,1,0.0,0.88,-1.791614702062191e-18,0.0,1.0,,0.0,17.9125
liver diseases,"Sanofi Pasteur, a Sanofi Company",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,7,0.0,0.88,0.016666666666666666,0.0,1.0,,0.0,17.9125
liver diseases,Singlera Genomics Inc.,4,1,0,0,0.5,0.3333333333333333,0.0,0.0,0.075,0,0.0,0.6799999999999999,-0.03333333333333334,1.0,3.0,,0.0,17.349999999999998
liver diseases,Eutilex,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,17.1625
liver diseases,"Mirror Biologics, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,17.1625
liver diseases,"Molecular Templates, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,17.1625
liver diseases,Panolos Bioscience,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,17.1625
liver diseases,Xi'An Aolitai Pharmaceutical Technology Co Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,17.1625
liver diseases,Vertex Pharmaceuticals Incorporated,5,0,5,0,0.625,0.0,0.8333333333333334,0.0,0.15625,14,0.0,0.016216216216216217,-0.2,5.0,0.0,2.0,0.8297130933355026,16.43395525767935
liver diseases,Crinetics Pharmaceuticals Inc.,2,1,1,0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0875,5,0.0,0.6000000000000001,-0.01666666666666667,1.0,1.0,,0.0,16.375
liver diseases,Grifols Therapeutics LLC,2,1,1,0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0875,0,0.0,0.6,-0.01666666666666668,1.0,1.0,,0.0,16.375
liver diseases,"Bausch Health Americas, Inc.",3,3,0,0,0.375,1.0,0.0,0.0,0.16875,1,0.0,0.38461538461538464,-0.03333333333333333,2.0,1.0,,0.0,16.129807692307693
liver diseases,"Tanabe Pharma America, Inc.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,1,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,15.912500000000001
liver diseases,VBI Vaccines Inc.,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,15.912500000000001
liver diseases,Zydus Lifesciences Limited,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.78,-0.016666666666666666,0.0,1.0,,0.0,15.912500000000001
liver diseases,"COUR Pharmaceutical Development Company, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.32,-0.03333333333333333,1.0,0.0,1.7999999999999998,0.7776070961516035,15.738570961516036
liver diseases,"Wuhan Ammunition Life-tech Co., Ltd",3,1,0,0,0.375,0.3333333333333333,0.0,0.0,0.06875,0,0.0,0.6000000000000001,-0.01666666666666667,1.0,1.0,,0.0,15.437500000000004
liver diseases,"Janssen Research & Development, LLC",12,0,11,0,1.0,0.0,1.0,0.0,0.2,76,0.0,0.0035294117647058695,-0.5833333333333333,12.0,0.0,1.0,0.5234906775131802,15.30549501042592
liver diseases,"Kylonova (Xiamen) Biopharma co., LTD.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,15.197406775131805
liver diseases,River 2 Renal Corp.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,1.0,0.5234906775131802,15.197406775131805
liver diseases,"89bio, Inc.",4,2,2,0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.175,0,0.0,0.3,-0.10000000000000003,2.0,2.0,,0.0,14.75
liver diseases,"Akero Therapeutics, Inc",4,2,2,0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.175,0,0.0,0.3,-0.1166666666666667,2.0,2.0,,0.0,14.75
liver diseases,Celgene,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,7,0.0,0.30000000000000004,-0.06666666666666665,1.0,1.0,1.0,0.5234906775131802,14.359906775131803
liver diseases,Fate Therapeutics,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,5,0.0,0.21999999999999992,-0.05000000000000002,1.0,0.0,2.0,0.8297130933355026,14.259630933355025
liver diseases,"Beijing Immunochina Medical Science & Technology Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,7,0.0,0.21999999999999992,-0.05000000000000002,1.0,0.0,1.7999999999999998,0.7776070961516035,13.738570961516034
liver diseases,"Boryung Pharmaceutical Co., Ltd",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,11,0.0,0.21999999999999992,-0.05000000000000002,1.0,0.0,1.6896551724137931,0.7472417035095585,13.434917035095584
liver diseases,HiFiBiO Therapeutics,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.32,-0.03333333333333333,1.0,0.0,1.0,0.5234906775131802,13.197406775131803
liver diseases,PT Bio Farma,2,1,0,0,0.25,0.3333333333333333,0.0,0.0,0.0625,2,0.0,0.5,,,,,0.0,13.125
liver diseases,Power Life Sciences Inc.,2,1,0,0,0.25,0.3333333333333333,0.0,0.0,0.0625,0,0.0,0.5,,,,,0.0,13.125
liver diseases,Fresenius Kabi,2,1,0,0,0.25,0.3333333333333333,0.0,0.0,0.0625,0,0.0,0.49999999999999994,-0.03333333333333334,1.0,1.0,,0.0,13.124999999999998
liver diseases,"Yangshengtang Co., Ltd",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.49999999999999994,-0.03333333333333334,1.0,1.0,,0.0,13.124999999999998
liver diseases,Innovent Biologics (Suzhou) Co. Ltd.,2,0,1,0,0.25,0.0,0.16666666666666666,0.0,0.0375,39,0.0,0.059999999999999984,-0.11666666666666668,2.0,0.0,3.266666666666667,1.0,13.075000000000001
liver diseases,ImCare Biotech,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.5,,,,,0.0,12.812499999999998
liver diseases,LumiraDx UK Limited,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.5,,,,,0.0,12.812499999999998
liver diseases,Ophiomics,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.5,,,,,0.0,12.812499999999998
liver diseases,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,49,0.0,0.5,,,,,0.0,12.812499999999998
liver diseases,Tempest Therapeutics,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.5,,,,,0.0,12.812499999999998
liver diseases,"Dicerna Pharmaceuticals, Inc., a Novo Nordisk company",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,2,0.0,0.21999999999999992,-0.05000000000000002,1.0,0.0,1.0,0.5234906775131802,12.759906775131801
liver diseases,Nanjing Chia-tai Tianqing Pharmaceutical,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,7,0.0,0.21999999999999992,-0.05000000000000002,1.0,0.0,1.7999999999999998,0.7776070961516035,12.488570961516034
liver diseases,Jazz Pharmaceuticals,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,12,0.0,0.21999999999999992,-0.05000000000000002,1.0,0.0,1.0,0.5234906775131802,12.4474067751318
liver diseases,Green Cross Wellbeing,2,1,1,0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0875,0,0.0,0.3999999999999999,-0.05000000000000002,1.0,1.0,,0.0,12.374999999999998
liver diseases,Immunocore Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,4,0.0,0.12,-0.06666666666666667,1.0,0.0,2.0,0.8297130933355026,12.259630933355027
liver diseases,Arbutus Biopharma Corporation,4,0,4,0,0.5,0.0,0.6666666666666666,0.0,0.125,0,0.0,0.3,-0.1166666666666667,2.0,2.0,,0.0,12.25
liver diseases,Arrowhead Pharmaceuticals,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,7,0.0,0.12,-0.06666666666666667,1.0,0.0,1.7999999999999998,0.7776070961516035,11.738570961516034
liver diseases,A2 Healthcare Taiwan Corporation,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.5,,,,,0.0,11.5625
liver diseases,Akaza Bioscience Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.5,,,,,0.0,11.5625
liver diseases,Chiesi Hungary Ltd.,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,11.212500000000002
liver diseases,"Epiliquid Holding, Inc",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,11.212500000000002
liver diseases,GC Biopharma Corp,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,5,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,11.212500000000002
liver diseases,Julius Clinical,1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,11.212500000000002
liver diseases,Assembly Biosciences,10,0,10,0,1.0,0.0,1.0,0.0,0.2,1,0.0,0.059999999999999984,-0.4166666666666668,8.0,2.0,,0.0,11.200000000000001
liver diseases,"Shanghai Zhimeng Biopharma, Inc.",4,1,3,0,0.5,0.3333333333333333,0.5,0.0,0.15,3,0.0,0.18461538461538463,-0.08333333333333336,2.0,1.0,,0.0,11.192307692307693
liver diseases,"Chongqing Precision Biotech Co., Ltd",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,29,0.0,0.12,-0.06666666666666667,1.0,0.0,1.6,0.7216379836168889,11.178879836168889
liver diseases,Sinocelltech Ltd.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,19,0.0,0.12,-0.06666666666666667,1.0,0.0,1.6,0.7216379836168889,11.178879836168889
liver diseases,"Neuraly, Inc.",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.3999999999999999,-0.05000000000000002,1.0,1.0,,0.0,11.124999999999998
liver diseases,Can-Fite BioPharma,2,1,1,0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0875,2,0.0,0.059999999999999984,-0.06666666666666668,2.0,0.0,1.0,0.5234906775131802,10.809906775131802
liver diseases,"Boryung Biopharma Co., Ltd.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.5,,,,,0.0,10.3125
liver diseases,"Cirius Therapeutics, Inc.",1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.5,,,,,0.0,10.3125
liver diseases,HBI Solutions Inc.,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.5,,,,,0.0,10.3125
liver diseases,Institut Pasteur,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.5,,,,,0.0,10.3125
liver diseases,Mallinckrodt,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,0,0.0,0.5,,,,,0.0,10.3125
liver diseases,Swedish Orphan Biovitrum,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,1,0.0,0.5,,,,,0.0,10.3125
liver diseases,POLYSAN Scientific & Technological Pharmaceutical Company,2,0,1,0,0.25,0.0,0.16666666666666666,0.0,0.0375,1,0.0,0.15999999999999992,-0.05000000000000001,2.0,0.0,1.0,0.5234906775131802,10.309906775131802
liver diseases,"1Globe Biomedical Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,Alentis Therapeutics AG,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,3,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,Clinuvel Pharmaceuticals Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,Dexa Medica Group,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,Great Novel Therapeutics Biotech & Medicals Corporation,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,"Kezar Life Sciences, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,Nanjing Zenshine Pharmaceuticals,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,"Oasis Pharmaceuticals, LLC",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,SOFIE,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,Telix Pharmaceuticals (Innovations) Pty Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.962500000000002
liver diseases,"Xuanzhu Biopharmaceutical Co., Ltd.",3,1,2,0,0.375,0.3333333333333333,0.3333333333333333,0.0,0.11875,5,0.0,0.18461538461538463,-0.06666666666666668,2.0,1.0,,0.0,9.629807692307693
liver diseases,Chong Kun Dang Pharmaceutical,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,6,0.0,0.059999999999999984,-0.08333333333333336,2.0,0.0,1.0,0.5234906775131802,9.559906775131802
liver diseases,"NGM Biopharmaceuticals, Inc",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,2,0.0,0.059999999999999984,-0.13333333333333333,2.0,0.0,1.0,0.5234906775131802,9.559906775131802
liver diseases,"Beijing Shenogen Biomedical Co., Ltd",1,1,0,0,0.125,0.3333333333333333,0.0,0.0,0.056249999999999994,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,9.2125
liver diseases,"Pliant Therapeutics, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.12,-0.06666666666666667,1.0,0.0,1.0,0.5234906775131802,9.197406775131803
liver diseases,Suzhou Ribo Life Science Co. Ltd.,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,2,0.0,0.3,-0.06666666666666668,1.0,1.0,,0.0,9.125
liver diseases,Genlantis Diagnostics,2,0,0,0,0.25,0.0,0.0,0.0,0.0125,0,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,9.025000000000002
liver diseases,Healthgen Biotechnology Corp.,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,2,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,8.712500000000002
liver diseases,Sirtex Medical,1,0,0,0,0.125,0.0,0.0,0.0,0.00625,1,0.0,0.42000000000000004,-0.016666666666666666,1.0,0.0,,0.0,8.712500000000002
liver diseases,Shanghai Yunying Medical Technology,2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,0,0.0,0.26,-0.03333333333333333,2.0,0.0,,0.0,8.325000000000001
liver diseases,"Staidson (Beijing) Biopharmaceuticals Co., Ltd",2,0,2,0,0.25,0.0,0.3333333333333333,0.0,0.0625,2,0.0,0.26,-0.03333333333333333,2.0,0.0,,0.0,8.325000000000001
liver diseases,BeiGene,2,0,1,0,0.25,0.0,0.16666666666666666,0.0,0.0375,9,0.0,0.059999999999999984,-0.08333333333333334,2.0,0.0,1.0,0.5234906775131802,8.309906775131802
liver diseases,"Dong-A ST Co., Ltd.",2,0,1,0,0.25,0.0,0.16666666666666666,0.0,0.0375,7,0.0,0.059999999999999984,-0.06666666666666668,2.0,0.0,1.0,0.5234906775131802,8.309906775131802
liver diseases,Arbele Pty Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"Beijing Syngentech Co., Ltd.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Calliditas Therapeutics Suisse SA,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Chiesi Farmaceutici S.p.A.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,8,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Dr. Falk Pharma GmbH,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"Endeavor Biomedicines, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,2,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"Escient Pharmaceuticals, Inc",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Fusion Pharmaceuticals Inc.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,3,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Genoscience Pharma,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,HighTide Therapeutics (Hong Kong) Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,IlDong Pharmaceutical Co Ltd,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"ImmuneMed, Inc.",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,JD Bioscience Inc.,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"Janssen Pharmaceutica N.V., Belgium",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,LISCure Biosciences,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Mina Alpha Limited,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"Ocelot Bio, Inc",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Omega Therapeutics,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,Primocure Pharma,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,0,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,SOTIO Biotech AG,1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,1,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
liver diseases,"Shandong New Time Pharmaceutical Co., LTD",1,0,1,0,0.125,0.0,0.16666666666666666,0.0,0.03125,10,0.0,0.32,-0.03333333333333333,1.0,0.0,,0.0,7.9625
