nct_id,Indication
NCT07493057,Obesity
NCT05383456,Acquired Immunodeficiency Syndrome
NCT05383456,HIV-Associated Lipodystrophy Syndrome
NCT05383456,Liver Diseases
NCT05383456,Non-alcoholic Fatty Liver Disease
NCT05383456,Liver Cirrhosis
NCT05383456,Fatty Liver
NCT05383456,HIV Infections
NCT06858839,Obesity
NCT06858839,Overweight
NCT06858839,Body Weight
NCT04940078,Obesity
NCT04940078,Overweight
NCT06493084,Overweight
NCT06144684,Overweight
NCT07499050,Overweight
NCT07499050,Obesity
NCT07150975,Obesity
NCT07011667,Obesity
NCT07534592,"Diabetes Mellitus, Type 2"
NCT07534592,Obesity
NCT05310032,Obesity
NCT07479862,Obesity
NCT07479862,Overweight
NCT06041217,Overweight
NCT06041217,Obesity
NCT05690789,Obesity
NCT07675590,Obesity
NCT07675590,Overweight
NCT07675590,"Diabetes Mellitus, Type 1"
NCT07128888,Obesity
NCT07128888,Overweight
NCT05247970,Obesity
NCT06937086,"Colitis, Ulcerative"
NCT06937086,Obesity
NCT06937086,Overweight
NCT07770841,Overweight
NCT07770841,Obesity
NCT07008456,Obesity
NCT04521751,Overweight
NCT04521751,Obesity
NCT07004322,"Diabetes Mellitus, Type 2"
NCT07004322,Obesity
NCT06252220,Obesity
NCT04826159,"Diabetes Mellitus, Type 2"
NCT04826159,Diabetic Cardiomyopathies
NCT04079920,"Arthritis, Rheumatoid"
NCT05685420,"Purpura, Thrombocytopenic, Idiopathic"
NCT07667322,Multiple Sclerosis
NCT07667322,"Multiple Sclerosis, Relapsing-Remitting"
NCT07667322,"Multiple Sclerosis, Chronic Progressive"
NCT06688435,Myasthenia Gravis
NCT05214690,Osteoarthritis
NCT05214690,"Arthritis, Rheumatoid"
NCT05214690,Back Pain
NCT05810961,"Glomerulonephritis, Membranous"
NCT05810961,Kidney Diseases
NCT05810961,Urologic Diseases
NCT05810961,Glomerulonephritis
NCT05430854,"Lupus Erythematosus, Systemic"
NCT04871919,"Arthritis, Rheumatoid"
NCT06801119,"Lupus Erythematosus, Systemic"
NCT06801119,"Scleroderma, Diffuse"
NCT06801119,"Arthritis, Rheumatoid"
NCT04281472,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT07275736,
NCT04779892,"Arthritis, Rheumatoid"
NCT05328557,"Lupus Erythematosus, Systemic"
NCT04669600,"Purpura, Thrombocytopenic, Idiopathic"
NCT06413511,Autoimmune Diseases
NCT06413511,"Lupus Erythematosus, Systemic"
NCT06675864,"Multiple Sclerosis, Chronic Progressive"
NCT06675864,Multiple Sclerosis
NCT05866614,"Arthritis, Rheumatoid"
NCT05866614,"Spondylitis, Ankylosing"
NCT05866614,"Arthritis, Psoriatic"
NCT05866614,Psoriasis
NCT07743281,Multiple Sclerosis
NCT07743281,Recurrence
NCT05634967,Multiple Sclerosis
NCT04356339,Multiple Sclerosis
NCT07673627,Myasthenia Gravis
NCT04930094,Giant Cell Arteritis
NCT04930094,Vasculitis
NCT05070845,"Purpura, Thrombocytopenic, Idiopathic"
NCT04652570,"Glomerulonephritis, Membranous"
NCT05248841,"Diabetes Mellitus, Type 1"
NCT05248841,"Diabetes Mellitus, Type 2"
NCT05123703,"Multiple Sclerosis, Relapsing-Remitting"
NCT04909502,Multiple Sclerosis
NCT04909502,Nervous System Diseases
NCT04909502,Autoimmune Diseases of the Nervous System
NCT04909502,"Multiple Sclerosis, Relapsing-Remitting"
NCT04378075,Mitochondrial Diseases
NCT04378075,Drug Resistant Epilepsy
NCT04378075,Leigh Disease
NCT04378075,Mitochondrial encephalopathy
NCT04378075,MELAS Syndrome
NCT04378075,Pontocerebellar Hypoplasia Type 6
NCT04378075,Diffuse Cerebral Sclerosis of Schilder
NCT04378075,MERRF Syndrome
NCT04378075,Seizures
NCT04378075,Status Epilepticus
NCT04378075,Nerve Degeneration
NCT06880081,"Purpura, Thrombocytopenic, Idiopathic"
NCT04376827,Lupus Nephritis
NCT05487703,"Arthritis, Rheumatoid"
NCT07595653,Myasthenia Gravis
NCT06189157,"Lupus Erythematosus, Systemic"
NCT07226830,Myasthenia Gravis
NCT05065970,Kidney Diseases
NCT05065970,Urologic Diseases
NCT05065970,"Glomerulonephritis, IGA"
NCT04895202,"Multiple Sclerosis, Chronic Progressive"
NCT04976322,"Lupus Erythematosus, Systemic"
NCT05663853,"Multiple Sclerosis, Relapsing-Remitting"
NCT05663853,"Multiple Sclerosis, Chronic Progressive"
NCT06400303,"Scleroderma, Systemic"
NCT06400303,"Scleroderma, Diffuse"
NCT06400303,Autoimmune Diseases
NCT06290141,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT06435312,Myasthenia Gravis
NCT07523282,Autoimmune Diseases
NCT07523282,"Lupus Erythematosus, Systemic"
NCT07523282,"Scleroderma, Systemic"
NCT06967480,Myasthenia Gravis
NCT07570862,Lupus Nephritis
NCT07570862,"Lupus Erythematosus, Systemic"
NCT07504783,Multiple Sclerosis
NCT07504783,Personal Satisfaction
NCT07504783,Patient Satisfaction
NCT05757570,"Purpura, Thrombocytopenic, Idiopathic"
NCT05757570,"Anemia, Hemolytic, Autoimmune"
NCT05757570,"Anemia, Hemolytic"
NCT07299422,"Lupus Erythematosus, Systemic"
NCT07620405,Graves Ophthalmopathy
NCT05217472,Sjogren's Syndrome
NCT05004428,"Diabetes Mellitus, Type 2"
NCT05004428,"Renal Insufficiency, Chronic"
NCT05004428,Cardiovascular Diseases
NCT05004428,Kidney Diseases
NCT05004428,"Diabetes Mellitus, Type 1"
NCT05131971,Multiple Sclerosis
NCT05131971,"Colitis, Ulcerative"
NCT06246123,"Arthritis, Rheumatoid"
NCT06246123,"Colitis, Ulcerative"
NCT07403188,Lupus Nephritis
NCT07403188,Stiff-Person Syndrome
NCT07403188,"Arthritis, Rheumatoid"
NCT07403188,Multiple Sclerosis
NCT07403188,Dermatomyositis
NCT07403188,"Scleroderma, Systemic"
NCT06869551,"Arthritis, Juvenile"
NCT05528666,Multiple Sclerosis
NCT06596772,"Arthritis, Rheumatoid"
NCT06563856,Graves Ophthalmopathy
NCT04451772,"Lupus Erythematosus, Systemic"
NCT05451212,Myasthenia Gravis
NCT05451212,Autoimmune Diseases
NCT05451212,Immune System Diseases
NCT05451212,Muscle Weakness
NCT05451212,Neuromuscular Diseases
NCT05451212,Musculoskeletal Diseases
NCT04634253,"Arthritis, Rheumatoid"
NCT06153095,"Lupus Erythematosus, Systemic"
NCT06153095,Lupus Nephritis
NCT04701164,Guillain-Barre Syndrome
NCT06674577,"Glomerulonephritis, IGA"
NCT06674577,Urologic Diseases
NCT06754462,"Arthritis, Rheumatoid"
NCT06754462,Autoimmune Diseases
NCT05856448,"Lupus Erythematosus, Systemic"
NCT07753603,Graves Ophthalmopathy
NCT07753603,Graves Disease
NCT07753603,Hashimoto Disease
NCT05123586,"Lupus Erythematosus, Systemic"
NCT05123586,Autoimmune Diseases
NCT06308978,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT06308978,Myositis
NCT06308978,"Scleroderma, Systemic"
NCT06308978,"Lupus Erythematosus, Systemic"
NCT06308978,Lupus Nephritis
NCT06308978,Autoimmune Diseases
NCT04926818,Multiple Sclerosis
NCT04926818,Recurrence
NCT07556120,Myasthenia Gravis
NCT06148389,"Purpura, Thrombocytopenic, Idiopathic"
NCT05218096,Myasthenia Gravis
NCT07431775,"Lupus Erythematosus, Systemic"
NCT07430306,"Lupus Erythematosus, Systemic"
NCT06346704,Multiple Sclerosis
NCT07205315,Burkitt Lymphoma
NCT07205315,"Leukemia, Lymphocytic, Chronic, B-Cell"
NCT07205315,"Lymphoma, B-Cell"
NCT07205315,"Anemia, Hemolytic, Autoimmune"
NCT07748533,"Anemia, Hemolytic, Autoimmune"
NCT05494619,Guillain-Barre Syndrome
NCT07388992,Multiple Sclerosis
NCT06724809,Neuromyelitis Optica
NCT07675226,"Purpura, Thrombocytopenic, Idiopathic"
NCT07675226,"Arthritis, Rheumatoid"
NCT04684602,Autoimmune Diseases
NCT04684602,Cardiovascular Diseases
NCT04684602,Diabetes Complications
NCT04684602,Skin Diseases
NCT04684602,Musculoskeletal Diseases
NCT04684602,Neurodegenerative Diseases
NCT04684602,Nervous System Diseases
NCT04684602,Lung Diseases
NCT04684602,"Sexual Dysfunction, Physiological"
NCT04684602,Urologic Diseases
NCT04684602,Virus Diseases
NCT04684602,Erectile Dysfunction
NCT04684602,Heart Diseases
NCT04684602,Mental Disorders
NCT04684602,Neurocognitive Disorders
NCT04684602,Central Nervous System Diseases
NCT04684602,Tauopathies
NCT04684602,Brain Diseases
NCT04684602,Dementia
NCT04684602,Disease
NCT04684602,Cardiomyopathies
NCT04684602,Peripheral Nervous System Diseases
NCT04684602,Alzheimer Disease
NCT04684602,Immune System Diseases
NCT04684602,Neuromuscular Diseases
NCT04684602,COVID-19
NCT06115967,"Arthritis, Rheumatoid"
NCT05957107,"Arthritis, Rheumatoid"
NCT07491900,Lupus Nephritis
NCT05138133,Lupus Nephritis
NCT05138133,"Lupus Erythematosus, Systemic"
NCT05620407,"Lupus Erythematosus, Systemic"
NCT05620407,Autoimmune Diseases
NCT05620407,Immune System Diseases
NCT05620407,Connective Tissue Diseases
NCT05418101,Autoimmune Diseases
NCT04948099,Autoimmune Diseases
NCT04948099,Rheumatic Diseases
NCT05278663,"Lupus Erythematosus, Systemic"
NCT06723106,Antiphospholipid Syndrome
NCT06723106,"Pemphigoid, Bullous"
NCT06723106,Behcet Syndrome
NCT06723106,Dermatomyositis
NCT06723106,"Purpura, Thrombocytopenic, Idiopathic"
NCT06673043,"Lupus Erythematosus, Systemic"
NCT04833894,Myasthenia Gravis
NCT05001737,Macrophage Activation Syndrome
NCT05001737,"Arthritis, Juvenile"
NCT05001737,"Lupus Erythematosus, Systemic"
NCT05155345,"Lupus Erythematosus, Systemic"
NCT05798117,"Lupus Erythematosus, Systemic"
NCT05798117,Lupus Nephritis
NCT06858579,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT05427942,"Arthritis, Rheumatoid"
NCT05427942,"Spondylitis, Ankylosing"
NCT05427942,Non-Radiographic Axial Spondyloarthritis
NCT05427942,"Arthritis, Psoriatic"
NCT05427942,Crohn Disease
NCT05427942,"Colitis, Ulcerative"
NCT05427942,Personal Satisfaction
NCT04557462,"Glomerulonephritis, IGA"
NCT04557462,"Renal Insufficiency, Chronic"
NCT04557462,Glomerulonephritis
NCT06852573,"Lupus Erythematosus, Systemic"
NCT05134441,Multiple Sclerosis
NCT06549296,"Lupus Erythematosus, Systemic"
NCT06549296,"Scleroderma, Systemic"
NCT06549296,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT06549296,Myositis
NCT06549296,Sjogren's Syndrome
NCT06549296,Autoimmune Diseases
NCT07770815,"Glomerulonephritis, IGA"
NCT05800327,"Arthritis, Rheumatoid"
NCT07498335,"Glomerulonephritis, IGA"
NCT07498335,Kidney Diseases
NCT07498335,"Renal Insufficiency, Chronic"
NCT07498335,Glomerulonephritis
NCT07498335,Urologic Diseases
NCT07623668,Optic Neuritis
NCT07623668,Optic Nerve Diseases
NCT07623668,Multiple Sclerosis
NCT07623668,Vision Disorders
NCT06853444,"Purpura, Thrombocytopenic, Idiopathic"
NCT07091630,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT05913817,Crohn Disease
NCT05913817,"Colitis, Ulcerative"
NCT05913817,"Arthritis, Rheumatoid"
NCT05913817,"Spondylitis, Ankylosing"
NCT05913817,"Arthritis, Psoriatic"
NCT05913817,Hidradenitis Suppurativa
NCT07371468,"Lupus Erythematosus, Systemic"
NCT07371468,"Arthritis, Rheumatoid"
NCT07371468,Myositis
NCT07371468,Sjogren's Syndrome
NCT06588491,Stiff-Person Syndrome
NCT06342700,Autoimmune Diseases
NCT05203692,"Lupus Erythematosus, Systemic"
NCT04428424,"Arthritis, Rheumatoid"
NCT05474885,Recurrence
NCT05474885,"Lupus Erythematosus, Systemic"
NCT05474885,Autoimmune Diseases
NCT06137768,"Glomerulonephritis, IGA"
NCT06731218,"Diabetes Mellitus, Type 1"
NCT06731218,Diabetes Mellitus
NCT05516758,"Arthritis, Rheumatoid"
NCT05516758,Arthritis
NCT05516758,Joint Diseases
NCT05516758,Musculoskeletal Diseases
NCT05516758,Rheumatic Diseases
NCT05516758,Connective Tissue Diseases
NCT05516758,Autoimmune Diseases
NCT05516758,Immune System Diseases
NCT07276958,"Lupus Erythematosus, Systemic"
NCT07276958,"Arthritis, Rheumatoid"
NCT07355218,"Lupus Erythematosus, Cutaneous"
NCT07355218,"Lupus Erythematosus, Discoid"
NCT07355218,"Lupus Erythematosus, Systemic"
NCT06665308,"Purpura, Thrombocytopenic, Idiopathic"
NCT07194850,"Purpura, Thrombocytopenic, Idiopathic"
NCT06687174,"Glomerulonephritis, IGA"
NCT06687174,Kidney Diseases
NCT05938725,Lupus Nephritis
NCT05938725,Glomerulonephritis
NCT05938725,Autoimmune Diseases
NCT04230213,"Arthritis, Rheumatoid"
NCT06531018,"Purpura, Thrombocytopenic, Idiopathic"
NCT04956276,
NCT04737850,"Purpura, Thrombocytopenic, Idiopathic"
NCT04499235,"Pemphigoid, Bullous"
NCT04499235,Autoimmune Diseases
NCT04499235,Skin Diseases
NCT04667117,Multiple Sclerosis
NCT06623240,"Arthritis, Juvenile"
NCT06623240,Arthritis
NCT06429800,Lupus Nephritis
NCT06429800,"Lupus Erythematosus, Systemic"
NCT06429800,Epstein-Barr Virus Infections
NCT05581199,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT05581199,Autoimmune Diseases
NCT06209177,"Glomerulonephritis, IGA"
NCT07620392,"Arthritis, Rheumatoid"
NCT05126277,Lupus Nephritis
NCT05126277,"Lupus Erythematosus, Systemic"
NCT05126277,Nephritis
NCT05314231,Proteinuria
NCT05314231,"Renal Insufficiency, Chronic"
NCT05314231,Lupus Nephritis
NCT05314231,"Glomerulonephritis, IGA"
NCT05314231,"Glomerulosclerosis, Focal Segmental"
NCT05314231,Diabetic Nephropathies
NCT05314231,"Nephrosis, Lipoid"
NCT05314231,"Hematuria, Benign Familial"
NCT05314231,"Glomerulonephritis, Membranoproliferative"
NCT05983939,Multiple Sclerosis
NCT07224321,"Diabetes Mellitus, Type 1"
NCT07224321,Diabetes Mellitus
NCT07224321,Insulin Resistance
NCT07224321,Respiratory Aspiration
NCT05347992,"Lupus Erythematosus, Systemic"
NCT06712628,"Arthritis, Rheumatoid"
NCT05176639,Graves Ophthalmopathy
NCT05176639,Graves Disease
NCT07276581,"Arthritis, Rheumatoid"
NCT04879628,Multiple Sclerosis
NCT04971980,"Arthritis, Rheumatoid"
NCT04971980,Autoimmune Diseases
NCT05680480,Lupus Nephritis
NCT05680480,Nephritis
NCT04904276,"Purpura, Thrombocytopenic, Idiopathic"
NCT07274059,"Lupus Erythematosus, Systemic"
NCT05170646,"Arthritis, Rheumatoid"
NCT06590090,"Arthritis, Rheumatoid"
NCT07091370,"Anemia, Hemolytic, Autoimmune"
NCT07294170,Myasthenia Gravis
NCT07234773,"Arthritis, Rheumatoid"
NCT07104565,"Purpura, Thrombocytopenic, Idiopathic"
NCT05855109,"Arthritis, Rheumatoid"
NCT05855109,"Lung Diseases, Interstitial"
NCT07607964,"Lupus Erythematosus, Systemic"
NCT07607964,"Arthritis, Rheumatoid"
NCT05504187,"Lupus Erythematosus, Systemic"
NCT05504187,Thrombotic Microangiopathies
NCT05807971,Inflammatory Bowel Diseases
NCT05807971,Crohn Disease
NCT05807971,"Colitis, Ulcerative"
NCT05807971,Autoimmune Diseases
NCT05465707,"Lupus Erythematosus, Systemic"
NCT07463521,Myasthenia Gravis
NCT04457856,"Arthritis, Rheumatoid"
NCT06064461,Myasthenia Gravis
NCT05027373,"Arthritis, Juvenile"
NCT05380453,Giant Cell Arteritis
NCT05380453,Vasculitis
NCT05380453,Vascular Diseases
NCT05380453,Polymyalgia Rheumatica
NCT05380453,Arteritis
NCT06824896,Autoimmune Diseases
NCT07305818,Graves Disease
NCT07305818,Hyperthyroidism
NCT07596680,"Lupus Erythematosus, Systemic"
NCT07596680,"Scleroderma, Systemic"
NCT07596680,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07596680,Myositis
NCT07596680,Sjogren's Syndrome
NCT06544642,Sjogren's Syndrome
NCT04572841,Sjogren's Syndrome
NCT05704361,Multiple Sclerosis
NCT06984341,"Lupus Erythematosus, Systemic"
NCT06984341,Lupus Nephritis
NCT04170426,"Arthritis, Rheumatoid"
NCT06752876,"Lupus Erythematosus, Systemic"
NCT06752876,Lupus Nephritis
NCT06752876,Autoimmune Diseases
NCT06569758,Graves Ophthalmopathy
NCT05514548,Diabetic Nephropathies
NCT05514548,"Diabetes Mellitus, Type 1"
NCT05514548,"Diabetes Mellitus, Type 2"
NCT05350072,Sjogren's Syndrome
NCT05648500,"Lupus Erythematosus, Systemic"
NCT05648500,Connective Tissue Diseases
NCT05648500,Immune System Diseases
NCT05648500,Autoimmune Diseases
NCT07059000,"Purpura, Thrombocytopenic, Idiopathic"
NCT07059000,Autoimmune Diseases
NCT07059000,Hemorrhagic Disorders
NCT07059000,Hematologic Diseases
NCT07059000,Blood Coagulation Disorders
NCT04200456,"Purpura, Thrombocytopenic, Idiopathic"
NCT07444567,Asthma
NCT07444567,Churg-Strauss Syndrome
NCT07444567,Hypereosinophilic Syndrome
NCT06528665,Multiple Sclerosis
NCT06528665,"Colitis, Ulcerative"
NCT04516967,"Purpura, Thrombocytopenic, Idiopathic"
NCT06333483,"Lupus Erythematosus, Systemic"
NCT04625153,"Multiple Sclerosis, Relapsing-Remitting"
NCT05385744,Multiple Sclerosis
NCT07146906,"Glomerulonephritis, IGA"
NCT07146906,Proteinuria
NCT07455006,"Purpura, Thrombocytopenic, Idiopathic"
NCT06291948,"Arthritis, Rheumatoid"
NCT06291948,"Arthritis, Juvenile"
NCT06291948,"Arthritis, Psoriatic"
NCT06291948,"Spondylitis, Ankylosing"
NCT06291948,Non-Radiographic Axial Spondyloarthritis
NCT06291948,Crohn Disease
NCT06291948,"Colitis, Ulcerative"
NCT06291948,Hidradenitis Suppurativa
NCT05116540,Multiple Sclerosis
NCT05116540,Recurrence
NCT05124925,Sjogren's Syndrome
NCT05124925,Dry Eye Syndromes
NCT05124925,Xerostomia
NCT06149559,Myasthenia Gravis
NCT06633042,Autoimmune Diseases
NCT04711148,"Multiple Sclerosis, Relapsing-Remitting"
NCT04524949,"Diabetes Mellitus, Type 1"
NCT04524949,Autoimmune Diseases
NCT04155424,Neuromyelitis Optica
NCT04155424,"Myelitis, Transverse"
NCT04155424,Optic Neuritis
NCT04155424,Recurrence
NCT04155424,Demyelinating Diseases
NCT05196295,Autoimmune Diseases
NCT05196295,Metabolic Diseases
NCT06681337,Lupus Nephritis
NCT06883695,"Arthritis, Rheumatoid"
NCT06764160,Myasthenia Gravis
NCT07215650,Myasthenia Gravis
NCT07587723,"Purpura, Thrombocytopenic, Idiopathic"
NCT05404724,"Arthritis, Rheumatoid"
NCT05140824,"Lupus Erythematosus, Systemic"
NCT04598477,Pemphigus
NCT07260877,"Lupus Erythematosus, Cutaneous"
NCT07260877,"Lupus Erythematosus, Systemic"
NCT06994845,"Glomerulonephritis, IGA"
NCT06994845,Proteinuria
NCT04588259,"Diabetes Mellitus, Type 1"
NCT04588259,"Diabetes Mellitus, Type 2"
NCT05332210,Myasthenia Gravis
NCT07596901,Myasthenia Gravis
NCT06980649,Graves Disease
NCT06980649,Hyperthyroidism
NCT06980649,Thyroid Diseases
NCT06980649,Autoimmune Diseases
NCT06980649,Endocrine System Diseases
NCT06644638,Multiple Sclerosis
NCT05411211,"Arthritis, Juvenile"
NCT05671055,Multiple Sclerosis
NCT04035135,Guillain-Barre Syndrome
NCT06112340,Graves Ophthalmopathy
NCT06112340,Endocrine System Diseases
NCT06112340,Eye Diseases
NCT06112340,Thyroid Diseases
NCT06112340,Orbital Diseases
NCT06112340,Exophthalmos
NCT06112340,Hashimoto Disease
NCT07175285,"Lupus Erythematosus, Systemic"
NCT04468165,"Multiple Sclerosis, Relapsing-Remitting"
NCT04468165,Neurologic Manifestations
NCT04468165,Multiple Sclerosis
NCT05301907,Multiple Sclerosis
NCT05463744,"Diabetes Mellitus, Type 1"
NCT05463744,Diabetes Mellitus
NCT07137598,"Arthritis, Rheumatoid"
NCT06786338,"Glomerulonephritis, IGA"
NCT05528861,Chronic Urticaria
NCT05528861,Urticaria
NCT07182227,Kidney Diseases
NCT07182227,Glomerulonephritis
NCT07182227,Nephritis
NCT07182227,Autoimmune Diseases
NCT07182227,Immune System Diseases
NCT04947137,"Arthritis, Rheumatoid"
NCT06570798,"Lupus Erythematosus, Systemic"
NCT06570798,"Arthritis, Rheumatoid"
NCT07477639,"Multiple Sclerosis, Chronic Progressive"
NCT07477639,Multiple Sclerosis
NCT07266337,"Lupus Erythematosus, Systemic"
NCT04998851,Multiple Sclerosis
NCT04998851,Breast Feeding
NCT07517575,"Arthritis, Juvenile"
NCT07517575,Musculoskeletal Diseases
NCT07517575,Autoimmune Diseases
NCT07517575,Arthritis
NCT05572567,"Arthritis, Rheumatoid"
NCT05524571,Graves Ophthalmopathy
NCT05524571,Autoimmune Diseases
NCT05288855,Lupus Nephritis
NCT06167226,"Arthritis, Rheumatoid"
NCT06167226,Skin Diseases
NCT06167226,Stomach Ulcer
NCT06167226,Neurodegenerative Diseases
NCT07250750,Myasthenia Gravis
NCT06133049,Multiple Sclerosis
NCT06307626,Graves Ophthalmopathy
NCT04645589,Lupus Nephritis
NCT06721962,Crohn Disease
NCT06721962,Abdominal Pain
NCT04480853,Multiple Sclerosis
NCT04480853,"Multiple Sclerosis, Relapsing-Remitting"
NCT06887127,"Arthritis, Rheumatoid"
NCT05141669,Multiple Sclerosis
NCT07583641,Autoimmune Diseases of the Nervous System
NCT05517980,Glomerulonephritis
NCT05517980,"Glomerulonephritis, IGA"
NCT05247203,"Lupus Erythematosus, Systemic"
NCT05247203,Connective Tissue Diseases
NCT05247203,Autoimmune Diseases
NCT06126783,Graves Ophthalmopathy
NCT05269667,Neuromyelitis Optica
NCT06454357,Pemphigus
NCT05638802,"Lupus Erythematosus, Systemic"
NCT06626945,"Lupus Erythematosus, Systemic"
NCT07185139,Sjogren's Syndrome
NCT04924296,Lupus Nephritis
NCT05334472,Multiple Sclerosis
NCT05116215,Autoimmune Diseases
NCT05907668,Graves Disease
NCT05907668,Hyperthyroidism
NCT05285904,Multiple Sclerosis
NCT06201416,"Arthritis, Rheumatoid"
NCT06201416,Autoimmune Diseases
NCT04410965,Multiple Sclerosis
NCT07622368,Graves Ophthalmopathy
NCT07363590,"Lupus Erythematosus, Systemic"
NCT07363590,"Arthritis, Rheumatoid"
NCT05132127,"Anemia, Hemolytic, Autoimmune"
NCT07447986,"Lupus Erythematosus, Systemic"
NCT07216079,"Purpura, Thrombocytopenic, Idiopathic"
NCT07424261,"Lupus Erythematosus, Systemic"
NCT07424261,Fatigue
NCT04997148,"Multiple Sclerosis, Relapsing-Remitting"
NCT04997148,Multiple Sclerosis
NCT06564142,"Glomerulonephritis, IGA"
NCT06564142,Glomerulonephritis
NCT04907305,Multiple Sclerosis
NCT05978531,"Multiple Sclerosis, Relapsing-Remitting"
NCT06708845,Lupus Nephritis
NCT06708845,"Lupus Erythematosus, Systemic"
NCT06708845,"Scleroderma, Systemic"
NCT06708845,"Scleroderma, Diffuse"
NCT06708845,Autoimmune Diseases
NCT06708845,Immune System Diseases
NCT03887273,"Myelitis, Transverse"
NCT04792567,"Multiple Sclerosis, Chronic Progressive"
NCT04792567,COVID-19
NCT07509892,"Lupus Erythematosus, Systemic"
NCT06826430,"Purpura, Thrombocytopenic, Idiopathic"
NCT06857214,"Lupus Erythematosus, Systemic"
NCT04735406,Multiple Sclerosis
NCT07027111,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT07207954,"Arthritis, Rheumatoid"
NCT05248646,"Glomerulonephritis, IGA"
NCT04159805,Myasthenia Gravis
NCT05687890,Diabetic Nephropathies
NCT05687890,"Glomerulonephritis, IGA"
NCT06104124,Sjogren's Syndrome
NCT05337124,Lupus Nephritis
NCT06055023,"Arthritis, Rheumatoid"
NCT06055023,Crohn Disease
NCT06071949,Pain
NCT06071949,Somatoform Disorders
NCT06071949,Chronic Pain
NCT06071949,Neuralgia
NCT06071949,Paraplegia
NCT06071949,Multiple Sclerosis
NCT06071949,Stroke
NCT06071949,Phantom Limb
NCT06071949,"Brain Injuries, Traumatic"
NCT06071949,Agnosia
NCT06071949,Marijuana Abuse
NCT06735248,Multiple Sclerosis
NCT03696485,"Multiple Sclerosis, Chronic Progressive"
NCT06361836,Hidradenitis Suppurativa
NCT06361836,Autoimmune Diseases
NCT06405152,Macrophage Activation Syndrome
NCT06405152,"Still's Disease, Adult-Onset"
NCT06405152,"Arthritis, Juvenile"
NCT04740814,"Arthritis, Rheumatoid"
NCT06991114,"Arthritis, Rheumatoid"
NCT06991114,Myositis
NCT06991114,"Scleroderma, Systemic"
NCT06991114,"Scleroderma, Diffuse"
NCT06991114,Sjogren's Syndrome
NCT06758271,Microscopic Polyangiitis
NCT06758271,Granulomatosis with Polyangiitis
NCT04602390,Multiple Sclerosis
NCT04602390,"Multiple Sclerosis, Relapsing-Remitting"
NCT07265206,
NCT07282574,"Multiple Sclerosis, Chronic Progressive"
NCT05928585,Immune System Diseases
NCT05928585,Autoimmune Diseases
NCT05035368,"Diabetes Mellitus, Type 1"
NCT05035368,Insulin Resistance
NCT05035368,Overweight
NCT07751848,"Lupus Erythematosus, Systemic"
NCT06914895,"Diabetes Mellitus, Type 1"
NCT06914895,Obesity
NCT06914895,Overweight
NCT06322342,Brain Neoplasms
NCT06322342,Multiple Sclerosis
NCT06322342,Neurofibroma
NCT06322342,"Neuroma, Acoustic"
NCT06322342,Central Nervous System Neoplasms
NCT06322342,Meningioma
NCT06322342,Glioma
NCT06322342,Neurilemmoma
NCT06322342,Neuroinflammatory Diseases
NCT06322342,Neoplasms
NCT05835986,"Lupus Erythematosus, Systemic"
NCT06647069,"Lupus Erythematosus, Systemic"
NCT06647069,"Arthritis, Rheumatoid"
NCT05796245,"Arthritis, Rheumatoid"
NCT05796245,"Colitis, Ulcerative"
NCT05796245,Crohn Disease
NCT05796245,Psoriasis
NCT06668324,Multiple Sclerosis
NCT05083364,"Glomerulonephritis, IGA"
NCT05269004,Multiple Sclerosis
NCT07264517,Dry Eye Syndromes
NCT07264517,Autoimmune Diseases
NCT06475508,"Arthritis, Rheumatoid"
NCT05208840,Multiple Sclerosis
NCT07148414,"Arthritis, Rheumatoid"
NCT07148414,"Arthritis, Psoriatic"
NCT07148414,Axial Spondyloarthritis
NCT07148414,Rheumatic Diseases
NCT07148414,Collagen Diseases
NCT06970951,"Lupus Erythematosus, Systemic"
NCT06970951,"Arthritis, Rheumatoid"
NCT06970951,Myositis
NCT06970951,"Scleroderma, Systemic"
NCT07453836,"Anemia, Hemolytic, Autoimmune"
NCT06083753,"Multiple Sclerosis, Relapsing-Remitting"
NCT06083753,Multiple Sclerosis
NCT07712939,"Arthritis, Rheumatoid"
NCT07712939,Sjogren's Syndrome
NCT04818229,Autoimmune Diseases
NCT07095127,"Purpura, Thrombocytopenic, Idiopathic"
NCT04227470,Neuromyelitis Optica
NCT04429503,"Diabetes Mellitus, Type 1"
NCT04429503,"Diabetes Mellitus, Type 2"
NCT04657666,Muscle Spasticity
NCT04657666,Multiple Sclerosis
NCT07629596,"Lupus Erythematosus, Systemic"
NCT07629596,"Anemia, Hemolytic, Autoimmune"
NCT07629596,Autoimmune Diseases
NCT06917742,"Arthritis, Rheumatoid"
